season,celebrity,week,FanVote%
32,Charity Lawson,3,10.42
32,Charity Lawson,4,10.39
32,Charity Lawson,5,10.38
32,Charity Lawson,6,10.43
32,Charity Lawson,7,10.67
32,Charity Lawson,8,10.79
32,Charity Lawson,9,11.41
32,Charity Lawson,10,14.15
32,Charity Lawson,11,14.18
32,Harry Jowsey,1,19.88
32,Harry Jowsey,2,20.51
32,Harry Jowsey,3,21.16
32,Harry Jowsey,4,21.79
32,Harry Jowsey,5,22.47
32,Harry Jowsey,6,22.73
32,Harry Jowsey,7,22.55
32,Harry Jowsey,8,21.85
32,Harry Jowsey,9,19.59
32,Jamie Lynn Spears,1,0.3
32,Jamie Lynn Spears,2,0.22
32,Jason Mraz,1,13.15
32,Jason Mraz,2,13.44
32,Jason Mraz,3,13.43
32,Jason Mraz,4,13.78
32,Jason Mraz,5,13.82
32,Jason Mraz,6,14.3
32,Jason Mraz,7,14.72
32,Jason Mraz,8,15.42
32,Jason Mraz,9,15.74
32,Jason Mraz,10,19.76
32,Jason Mraz,11,19.58
32,Lele Pons,1,1.95
32,Lele Pons,2,1.74
32,Lele Pons,3,1.55
32,Lele Pons,4,1.37
32,Lele Pons,5,1.16
32,Lele Pons,6,0.93
32,Lele Pons,7,0.72
32,Matt Walsh,1,0.27
32,Mauricio Umansky,1,3.02
32,Mauricio Umansky,2,2.77
32,Mauricio Umansky,3,2.38
32,Mauricio Umansky,4,2.02
32,Mauricio Umansky,5,1.59
32,Mauricio Umansky,6,1.21
32,Mira Sorvino,1,1.45
32,Mira Sorvino,2,1.26
32,Mira Sorvino,3,1.08
32,Mira Sorvino,4,0.91
32,Mira Sorvino,5,0.71
32,Tyson Beckford,1,1.02
32,Tyson Beckford,2,0.84
32,Tyson Beckford,3,0.66
32,Xochitl Gomez,1,8.2
32,Xochitl Gomez,2,8.02
32,Xochitl Gomez,3,7.87
32,Xochitl Gomez,4,7.73
32,Xochitl Gomez,5,7.61
32,Xochitl Gomez,6,7.54
32,Xochitl Gomez,7,7.62
32,Xochitl Gomez,8,7.62
32,Xochitl Gomez,9,7.96
32,Xochitl Gomez,10,9.87
32,Xochitl Gomez,11,9.9
33,Anna Delvey,1,0.43
33,Anna Delvey,2,0.35
33,Brooks Nader,1,0.84
33,Brooks Nader,2,0.71
33,Brooks Nader,3,0.58
33,Brooks Nader,4,0.48
33,Chandler Kinney,1,8.16
33,Chandler Kinney,2,7.84
33,Chandler Kinney,3,7.83
33,Chandler Kinney,4,8.18
33,Chandler Kinney,5,8.0
33,Chandler Kinney,6,7.65
33,Chandler Kinney,7,7.8
33,Chandler Kinney,8,8.19
33,Chandler Kinney,9,8.3
33,Danny Amendola,1,15.46
33,Danny Amendola,2,15.69
33,Danny Amendola,3,16.05
33,Danny Amendola,4,17.65
33,Danny Amendola,5,17.91
33,Danny Amendola,6,18.28
33,Danny Amendola,7,18.81
33,Danny Amendola,8,20.04
33,Danny Amendola,9,20.02
33,Dwight Howard ,1,8.48
33,Dwight Howard ,2,8.29
33,Dwight Howard ,3,8.17
33,Dwight Howard ,4,8.39
33,Dwight Howard ,5,7.56
33,Dwight Howard ,6,6.68
33,Dwight Howard ,7,6.03
33,Eric Roberts,1,4.31
33,Eric Roberts,2,4.04
33,Eric Roberts,3,3.43
33,Ilona Maher,1,28.25
33,Ilona Maher,2,29.77
33,Ilona Maher,3,31.65
33,Ilona Maher,4,36.15
33,Ilona Maher,5,37.99
33,Ilona Maher,6,40.36
33,Ilona Maher,7,40.71
33,Ilona Maher,8,43.38
33,Ilona Maher,9,43.33
33,Jenn Tran,1,1.96
33,Jenn Tran,2,1.75
33,Jenn Tran,3,1.51
33,Jenn Tran,4,1.39
33,Jenn Tran,5,1.11
33,Jenn Tran,6,0.82
33,Joey Graziadei,1,9.0
33,Joey Graziadei,2,8.82
33,Joey Graziadei,3,8.73
33,Joey Graziadei,4,9.3
33,Joey Graziadei,5,9.13
33,Joey Graziadei,6,8.98
33,Joey Graziadei,7,9.18
33,Joey Graziadei,8,9.78
33,Joey Graziadei,9,9.76
33,Phaedra Parks,1,2.1
33,Phaedra Parks,2,1.89
33,Phaedra Parks,3,1.68
33,Phaedra Parks,4,1.53
33,Phaedra Parks,5,1.21
33,Reginald VelJohnson,1,5.88
33,Reginald VelJohnson,2,5.61
33,Reginald VelJohnson,3,4.98
33,Stephen Nedoroscik,1,14.9
33,Stephen Nedoroscik,2,15.08
33,Stephen Nedoroscik,3,15.4
33,Stephen Nedoroscik,4,16.93
33,Stephen Nedoroscik,5,17.1
33,Stephen Nedoroscik,6,17.23
33,Stephen Nedoroscik,7,17.47
33,Stephen Nedoroscik,8,18.61
33,Stephen Nedoroscik,9,18.59
33,Tori Spelling,1,0.22
33,Tori Spelling,2,0.17
34,Alix Earle,1,7.2
34,Alix Earle,2,7.05
34,Alix Earle,3,7.06
34,Alix Earle,4,6.95
34,Alix Earle,5,6.83
34,Alix Earle,6,6.7
34,Alix Earle,7,6.81
34,Alix Earle,8,7.04
34,Alix Earle,9,7.28
34,Alix Earle,10,13.76
34,Alix Earle,11,13.81
34,Andy Richter,1,35.08
34,Andy Richter,2,37.55
34,Andy Richter,3,40.65
34,Andy Richter,4,42.87
34,Andy Richter,5,44.59
34,Andy Richter,6,45.99
34,Andy Richter,7,48.19
34,Andy Richter,8,47.79
34,Andy Richter,9,46.98
34,Baron Davis,1,0.85
34,Baron Davis,2,0.62
34,Corey Feldman,1,2.44
34,Corey Feldman,2,1.97
34,Danielle Fishel,1,3.3
34,Danielle Fishel,2,3.01
34,Danielle Fishel,3,2.71
34,Danielle Fishel,4,2.37
34,Danielle Fishel,5,1.95
34,Danielle Fishel,6,1.61
34,Danielle Fishel,7,1.36
34,Danielle Fishel,8,1.1
34,Dylan Efron,1,11.23
34,Dylan Efron,2,11.07
34,Dylan Efron,3,11.15
34,Dylan Efron,4,11.04
34,Dylan Efron,5,10.92
34,Dylan Efron,6,10.79
34,Dylan Efron,7,10.96
34,Dylan Efron,8,11.33
34,Dylan Efron,9,11.73
34,Dylan Efron,10,22.25
34,Dylan Efron,11,22.33
34,Elaine Hendrix,1,13.03
34,Elaine Hendrix,2,13.24
34,Elaine Hendrix,3,13.8
34,Elaine Hendrix,4,14.11
34,Elaine Hendrix,5,14.46
34,Elaine Hendrix,6,14.79
34,Elaine Hendrix,7,15.69
34,Elaine Hendrix,8,16.26
34,Elaine Hendrix,9,16.91
34,Elaine Hendrix,10,31.85
34,Elaine Hendrix,11,31.96
34,Hilaria Baldwin,1,0.59
34,Hilaria Baldwin,2,0.47
34,Hilaria Baldwin,3,0.36
34,Hilaria Baldwin,4,0.26
34,Jen Affleck,1,2.53
34,Jen Affleck,2,2.25
34,Jen Affleck,3,2.04
34,Jen Affleck,4,1.74
34,Jen Affleck,5,1.44
34,Jen Affleck,6,1.19
34,Jen Affleck,7,0.97
34,Jordan Chiles,1,9.41
34,Jordan Chiles,2,9.13
34,Jordan Chiles,3,9.09
34,Jordan Chiles,4,8.89
34,Jordan Chiles,5,8.71
34,Jordan Chiles,6,8.52
34,Jordan Chiles,7,8.63
34,Jordan Chiles,8,8.89
34,Jordan Chiles,9,9.21
34,Jordan Chiles,10,17.41
34,Jordan Chiles,11,17.47
34,Lauren Jauregui,1,1.14
34,Lauren Jauregui,2,0.95
34,Lauren Jauregui,3,0.79
34,Robert Irwin,1,7.37
34,Robert Irwin,2,7.25
34,Robert Irwin,3,7.38
34,Robert Irwin,4,7.26
34,Robert Irwin,5,7.19
34,Robert Irwin,6,7.0
34,Robert Irwin,7,7.17
34,Robert Irwin,8,7.35
34,Robert Irwin,9,7.64
34,Robert Irwin,10,14.27
34,Robert Irwin,11,14.43
34,Scott Hoying,1,5.74
34,Scott Hoying,2,5.31
34,Scott Hoying,3,4.84
34,Scott Hoying,4,4.33
34,Scott Hoying,5,3.73
34,Scott Hoying,6,3.21
34,Whitney Leavitt,1,0.08
34,Whitney Leavitt,2,0.12
34,Whitney Leavitt,3,0.14
34,Whitney Leavitt,4,0.17
34,Whitney Leavitt,5,0.18
34,Whitney Leavitt,6,0.2
34,Whitney Leavitt,7,0.22
34,Whitney Leavitt,8,0.25
34,Whitney Leavitt,9,0.25
34,Whitney Leavitt,10,0.45
