season,week,celebrity,judge_score_total,eliminated_flag
29,6,Monica Aldama,27.0,0
29,6,Nelly,24.0,0
29,6,Nev Schulman,26.0,0
29,6,Skai Jackson,18.0,0
29,6,Veron Davis,21.0,1
29,7,AJ McLean,26.0,0
29,7,Chrishell Stause,26.0,0
29,7,Jeannie Mai,25.0,1
29,7,Johnny Weir,27.0,0
29,7,Justina Machado,26.0,0
29,7,Kaitlyn Bristowe,24.0,0
29,7,Monica Aldama,22.0,1
29,7,Nelly,27.0,0
29,7,Nev Schulman,30.0,0
29,7,Skai Jackson,27.0,0
29,8,AJ McLean,27.0,0
29,8,Chrishell Stause,27.0,1
29,8,Johnny Weir,30.0,0
29,8,Justina Machado,28.9998,0
29,8,Kaitlyn Bristowe,28.0,0
29,8,Nelly,24.0,0
29,8,Nev Schulman,30.0,0
29,8,Skai Jackson,26.9998,0
29,9,AJ McLean,24.9998,1
29,9,Johnny Weir,30.0,0
29,9,Justina Machado,25.9998,0
29,9,Kaitlyn Bristowe,30.0,0
29,9,Nelly,24.0,0
29,9,Nev Schulman,28.9998,0
29,9,Skai Jackson,28.9998,0
29,10,Johnny Weir,28.5,1
29,10,Justina Machado,29.0,0
29,10,Kaitlyn Bristowe,30.0,0
29,10,Nelly,28.0,0
29,10,Nev Schulman,30.0,0
29,10,Skai Jackson,28.5,1
29,11,Justina Machado,30.0,0
29,11,Kaitlyn Bristowe,30.0,0
29,11,Nelly,28.5,0
29,11,Nev Schulman,30.0,0
30,1,Amanda Kloots,28.0,0
30,1,Brian Austin Green,24.0,0
30,1,Christine Chiu,25.0,0
30,1,Cody Rigsby,24.0,0
30,1,Iman Shumpert,21.0,0
30,1,Jimmie Allen,22.0,0
30,1,JoJo Siwa,29.0,0
30,1,Kenya Moore,26.0,0
30,1,Martin Kove,13.0,0
30,1,Matt James,24.0,0
30,1,Melanie C,27.0,0
30,1,Melora Hardin,26.0,0
30,1,"Mike ""The Miz"" Mizanin",24.0,0
30,1,Olivia Jade,25.0,0
30,1,Suni Lee,28.0,0
30,2,Amanda Kloots,32.0,0
30,2,Brian Austin Green,23.0,0
30,2,Christine Chiu,24.0,0
30,2,Cody Rigsby,24.0,0
30,2,Iman Shumpert,25.0,0
30,2,Jimmie Allen,27.0,0
30,2,JoJo Siwa,31.0,0
30,2,Kenya Moore,24.0,0
30,2,Martin Kove,15.0,1
30,2,Matt James,22.0,0
30,2,Melanie C,30.0,0
30,2,Melora Hardin,27.0,0
30,2,"Mike ""The Miz"" Mizanin",26.0,0
30,2,Olivia Jade,27.0,0
30,2,Suni Lee,28.0,0
30,3,Amanda Kloots,24.0,0
30,3,Brian Austin Green,19.0,0
30,3,Christine Chiu,21.0,1
30,3,Cody Rigsby,18.0,0
30,3,Iman Shumpert,19.0,0
30,3,Jimmie Allen,20.0,0
30,3,JoJo Siwa,24.0,0
30,3,Kenya Moore,21.0,0
30,3,Matt James,20.0,0
30,3,Melanie C,22.0,0
30,3,Melora Hardin,23.0,0
30,3,"Mike ""The Miz"" Mizanin",22.0,0
30,3,Olivia Jade,24.0,0
30,3,Suni Lee,21.0,0
30,4,Amanda Kloots,34.0,0
30,4,Brian Austin Green,26.0,1
30,4,Cody Rigsby,29.0,0
30,4,Iman Shumpert,31.5,0
30,4,Jimmie Allen,32.5,0
30,4,JoJo Siwa,35.0,0
30,4,Kenya Moore,29.5,0
30,4,Matt James,28.5,1
30,4,Melanie C,33.0,0
30,4,Melora Hardin,36.5,0
30,4,"Mike ""The Miz"" Mizanin",32.5,0
30,4,Olivia Jade,35.0,0
30,4,Suni Lee,34.0,0
30,5,Amanda Kloots,39.0,0
30,5,Cody Rigsby,32.0,0
30,5,Iman Shumpert,28.0,0
30,5,Jimmie Allen,34.0,0
30,5,JoJo Siwa,40.0,0
30,5,Kenya Moore,36.0,0
30,5,Melanie C,36.0,1
30,5,Melora Hardin,36.0,0
30,5,"Mike ""The Miz"" Mizanin",32.0,0
30,5,Olivia Jade,36.0,0
30,5,Suni Lee,36.0,0
30,6,Amanda Kloots,38.0,0
30,6,Cody Rigsby,36.0,0
30,6,Iman Shumpert,40.0,0
30,6,Jimmie Allen,38.0,0
30,6,JoJo Siwa,40.0,0
30,6,Kenya Moore,32.0,1
30,6,Melora Hardin,34.0,0
30,6,"Mike ""The Miz"" Mizanin",34.0,0
30,6,Olivia Jade,36.0,0
30,6,Suni Lee,36.0,0
30,7,Amanda Kloots,34.0,0
30,7,Cody Rigsby,36.0,0
30,7,Iman Shumpert,34.0,0
30,7,Jimmie Allen,38.0,0
30,7,JoJo Siwa,39.0,0
30,7,Melora Hardin,38.0,0
30,7,"Mike ""The Miz"" Mizanin",32.0,1
30,7,Olivia Jade,42.0,0
30,7,Suni Lee,34.0,0
30,8,Amanda Kloots,42.0,0
30,8,Cody Rigsby,38.0,0
30,8,Iman Shumpert,35.0,0
30,8,Jimmie Allen,32.0,1
30,8,JoJo Siwa,41.0,0
30,8,Melora Hardin,42.0,0
30,8,Olivia Jade,36.0,1
30,8,Suni Lee,42.0,0
30,9,Amanda Kloots,39.5,0
30,9,Cody Rigsby,35.5,0
30,9,Iman Shumpert,37.5,0
30,9,JoJo Siwa,40.0,0
30,9,Melora Hardin,36.0,1
30,9,Suni Lee,37.5,1
30,10,Amanda Kloots,39.0,1
30,10,Cody Rigsby,38.0,1
30,10,Iman Shumpert,40.0,1
30,10,JoJo Siwa,40.0,1
31,1,Charli D'Amelio,32.0,0
31,1,Cheryl Ladd,21.0,0
31,1,Daniel Durant,27.0,0
31,1,Gabby Windey,28.0,0
31,1,Heidi D'Amelio,24.0,0
31,1,Jason Lewis,18.0,1
31,1,Jessie James Decker,20.0,0
31,1,Jordin Sparks,26.0,0
31,1,Joseph Baena,23.0,0
31,1,Sam Champion,20.0,0
31,1,Selma Blair,28.0,0
31,1,Shangela,28.0,0
31,1,Teresa Giudice,20.0,0
31,1,Trevor Donovan,21.0,0
31,1,Vinny Guadagnino,17.0,0
31,1,Wayne Brady,29.0,0
31,2,Charli D'Amelio,32.0,0
31,2,Cheryl Ladd,21.0,0
31,2,Daniel Durant,29.0,0
31,2,Gabby Windey,32.0,0
31,2,Heidi D'Amelio,28.0,0
31,2,Jessie James Decker,25.0,0
31,2,Jordin Sparks,27.0,0
31,2,Joseph Baena,24.0,0
31,2,Sam Champion,26.0,0
31,2,Selma Blair,28.0,0
31,2,Shangela,28.0,0
31,2,Teresa Giudice,23.0,1
31,2,Trevor Donovan,30.0,0
31,2,Vinny Guadagnino,27.0,0
31,2,Wayne Brady,32.0,0
31,3,Charli D'Amelio,33.0,0
31,3,Cheryl Ladd,24.0,1
31,3,Daniel Durant,31.0,0
31,3,Gabby Windey,33.0,0
31,3,Heidi D'Amelio,32.0,0
31,3,Jessie James Decker,26.0,0
31,3,Jordin Sparks,29.0,0
31,3,Joseph Baena,29.0,0
31,3,Sam Champion,25.0,0
31,3,Selma Blair,28.0,0
31,3,Shangela,30.0,0
31,3,Trevor Donovan,27.0,0
31,3,Vinny Guadagnino,23.0,0
31,3,Wayne Brady,33.0,0
31,4,Charli D'Amelio,36.0,0
31,4,Daniel Durant,29.0,0
31,4,Gabby Windey,36.0,0
31,4,Heidi D'Amelio,34.0,0
31,4,Jessie James Decker,31.0,0
31,4,Jordin Sparks,34.0,0
31,4,Joseph Baena,28.0,0
31,4,Sam Champion,25.0,1
31,4,Selma Blair,32.0,0
31,4,Shangela,32.0,0
31,4,Trevor Donovan,28.0,0
31,4,Vinny Guadagnino,29.0,0
31,4,Wayne Brady,36.0,0
31,5,Charli D'Amelio,42.0,0
31,5,Daniel Durant,33.5,0
31,5,Gabby Windey,41.0,0
31,5,Heidi D'Amelio,39.0,0
31,5,Jessie James Decker,36.0,0
31,5,Jordin Sparks,35.5,0
31,5,Joseph Baena,35.0,1
31,5,Selma Blair,40.0,1
31,5,Shangela,38.5,0
31,5,Trevor Donovan,36.0,0
31,5,Vinny Guadagnino,31.0,0
31,5,Wayne Brady,41.0,0
31,6,Charli D'Amelio,40.0,0
31,6,Daniel Durant,34.0,0
31,6,Gabby Windey,37.0,0
31,6,Heidi D'Amelio,36.0,0
31,6,Jessie James Decker,32.0,1
31,6,Jordin Sparks,34.0,0
31,6,Shangela,36.0,0
31,6,Trevor Donovan,34.0,0
31,6,Vinny Guadagnino,28.0,0
31,6,Wayne Brady,34.0,0
31,7,Charli D'Amelio,39.0,0
31,7,Daniel Durant,36.5,0
31,7,Gabby Windey,35.5,0
31,7,Heidi D'Amelio,35.0,0
31,7,Jordin Sparks,34.5,1
31,7,Shangela,36.5,0
31,7,Trevor Donovan,39.0,0
31,7,Vinny Guadagnino,31.5,0
31,7,Wayne Brady,38.0,0
31,8,Charli D'Amelio,45.0,0
31,8,Daniel Durant,39.0,0
31,8,Gabby Windey,40.0,0
31,8,Heidi D'Amelio,35.0,1
31,8,Shangela,42.0,0
31,8,Trevor Donovan,39.0,0
31,8,Vinny Guadagnino,29.0,1
31,8,Wayne Brady,45.0,0
31,9,Charli D'Amelio,40.0,0
31,9,Daniel Durant,34.5,1
31,9,Gabby Windey,40.0,0
31,9,Shangela,36.5,0
31,9,Trevor Donovan,32.5,1
31,9,Wayne Brady,36.5,0
31,10,Charli D'Amelio,40.0,1
31,10,Gabby Windey,40.0,1
31,10,Shangela,38.0,1
31,10,Wayne Brady,38.0,1
32,1,Adrian Peterson,18.0,0
32,1,Alyson Hannigan,13.0,0
32,1,Ariana Madix,21.0,0
32,1,Barry Williams,16.0,0
32,1,Charity Lawson,22.0,0
32,1,Harry Jowsey,12.0,0
32,1,Jamie Lynn Spears,15.0,0
32,1,Jason Mraz,21.0,0
32,1,Lele Pons,19.0,0
32,1,Matt Walsh,12.0,1
32,1,Mauricio Umansky,15.0,0
32,1,Mira Sorvino,17.0,0
32,1,Tyson Beckford,12.0,0
32,1,Xochitl Gomez,18.0,0
32,2,Adrian Peterson,15.0,0
32,2,Alyson Hannigan,19.0,0
32,2,Ariana Madix,20.0,0
32,2,Barry Williams,15.0,0
32,2,Charity Lawson,21.0,0
32,2,Harry Jowsey,15.0,0
32,2,Jamie Lynn Spears,16.0,1
32,2,Jason Mraz,24.0,0
32,2,Lele Pons,21.0,0
32,2,Mauricio Umansky,12.0,0
32,2,Mira Sorvino,18.0,0
32,2,Tyson Beckford,18.0,0
32,2,Xochitl Gomez,24.0,0
32,3,Adrian Peterson,22.0,0
32,3,Alyson Hannigan,24.0,0
32,3,Ariana Madix,34.0,0
32,3,Barry Williams,25.0,0
32,3,Charity Lawson,32.0,0
32,3,Harry Jowsey,24.0,0
32,3,Jason Mraz,34.0,0
32,3,Lele Pons,27.0,0
32,3,Mauricio Umansky,23.0,0
32,3,Mira Sorvino,26.0,0
32,3,Tyson Beckford,20.0,1
32,3,Xochitl Gomez,32.0,0
32,4,Adrian Peterson,21.0,1
32,4,Alyson Hannigan,18.0,0
32,4,Ariana Madix,25.0,0
32,4,Barry Williams,18.0,0
32,4,Charity Lawson,24.0,0
32,4,Harry Jowsey,21.0,0
32,4,Jason Mraz,24.0,0
32,4,Lele Pons,22.0,0
32,4,Mauricio Umansky,19.0,0
32,4,Mira Sorvino,21.0,0
32,4,Xochitl Gomez,27.0,0
32,5,Alyson Hannigan,21.0,0
32,5,Ariana Madix,24.0,0
32,5,Barry Williams,24.0,0
32,5,Charity Lawson,28.0,0
32,5,Harry Jowsey,18.0,0
32,5,Jason Mraz,27.0,0
32,5,Lele Pons,24.0,0
32,5,Mauricio Umansky,24.0,0
32,5,Mira Sorvino,22.0,1
32,5,Xochitl Gomez,28.0,0
32,6,Alyson Hannigan,31.0,0
32,6,Ariana Madix,41.0,0
32,6,Barry Williams,32.0,0
32,6,Charity Lawson,38.0,0
32,6,Harry Jowsey,29.0,0
32,6,Jason Mraz,39.0,0
32,6,Lele Pons,37.0,0
32,6,Mauricio Umansky,33.0,1
32,6,Xochitl Gomez,42.0,0
32,7,Alyson Hannigan,35.0,0
32,7,Ariana Madix,37.0,0
32,7,Barry Williams,32.5,0
32,7,Charity Lawson,36.0,0
32,7,Harry Jowsey,32.0,0
32,7,Jason Mraz,36.0,0
32,7,Lele Pons,36.5,1
32,7,Xochitl Gomez,37.0,0
32,8,Alyson Hannigan,36.0,0
32,8,Ariana Madix,42.0,0
32,8,Barry Williams,35.0,1
32,8,Charity Lawson,39.0,0
32,8,Harry Jowsey,28.0,0
32,8,Jason Mraz,33.0,0
32,8,Xochitl Gomez,40.0,0
32,9,Alyson Hannigan,32.0,0
32,9,Ariana Madix,37.0,0
32,9,Charity Lawson,38.0,0
32,9,Harry Jowsey,30.0,1
32,9,Jason Mraz,43.0,0
32,9,Xochitl Gomez,41.0,0
32,10,Alyson Hannigan,25.5,0
32,10,Ariana Madix,29.0,0
32,10,Charity Lawson,29.5,0
32,10,Jason Mraz,28.5,0
32,10,Xochitl Gomez,30.0,0
32,11,Alyson Hannigan,26.5,0
32,11,Ariana Madix,29.5,0
32,11,Charity Lawson,29.5,0
32,11,Jason Mraz,30.0,0
32,11,Xochitl Gomez,30.0,0
33,1,Anna Delvey,18.0,0
33,1,Brooks Nader,18.0,0
33,1,Chandler Kinney,23.0,0
33,1,Danny Amendola,20.0,0
33,1,Dwight Howard ,22.0,0
33,1,Eric Roberts,15.0,0
33,1,Ilona Maher,18.0,0
33,1,Jenn Tran,19.0,0
33,1,Joey Graziadei,21.0,0
33,1,Phaedra Parks,19.0,0
33,1,Reginald VelJohnson,16.0,0
33,1,Stephen Nedoroscik,21.0,0
33,1,Tori Spelling,17.0,0
33,2,Anna Delvey,17.0,1
33,2,Brooks Nader,20.0,0
33,2,Chandler Kinney,24.0,0
33,2,Danny Amendola,21.0,0
33,2,Dwight Howard ,22.0,0
33,2,Eric Roberts,15.0,0
33,2,Ilona Maher,21.0,0
33,2,Jenn Tran,19.0,0
33,2,Joey Graziadei,22.0,0
33,2,Phaedra Parks,21.0,0
33,2,Reginald VelJohnson,15.0,0
33,2,Stephen Nedoroscik,22.0,0
33,2,Tori Spelling,19.0,1
33,3,Brooks Nader,30.5,0
33,3,Chandler Kinney,34.5,0
33,3,Danny Amendola,30.0,0
33,3,Dwight Howard ,26.0,0
33,3,Eric Roberts,23.0,1
33,3,Ilona Maher,28.0,0
33,3,Jenn Tran,31.0,0
33,3,Joey Graziadei,35.0,0
33,3,Phaedra Parks,28.0,0
33,3,Reginald VelJohnson,21.0,1
33,3,Stephen Nedoroscik,31.0,0
33,4,Brooks Nader,32.0,1
33,4,Chandler Kinney,32.0,0
33,4,Danny Amendola,36.0,0
33,4,Dwight Howard ,29.0,0
33,4,Ilona Maher,32.0,0
33,4,Jenn Tran,32.0,0
33,4,Joey Graziadei,36.0,0
33,4,Phaedra Parks,32.0,0
33,4,Stephen Nedoroscik,33.0,0
33,5,Chandler Kinney,27.0,0
33,5,Danny Amendola,25.5,0
33,5,Dwight Howard ,24.0,0
33,5,Ilona Maher,26.0,0
33,5,Jenn Tran,25.5,0
33,5,Joey Graziadei,26.0,0
33,5,Phaedra Parks,24.0,1
33,5,Stephen Nedoroscik,24.0,0
33,6,Chandler Kinney,32.0,0
33,6,Danny Amendola,28.0,0
33,6,Dwight Howard ,31.0,0
33,6,Ilona Maher,24.0,0
33,6,Jenn Tran,31.0,1
33,6,Joey Graziadei,32.0,0
33,6,Stephen Nedoroscik,28.0,0
33,7,Chandler Kinney,30.0,0
33,7,Danny Amendola,25.5,0
33,7,Dwight Howard ,24.0,1
33,7,Ilona Maher,26.0,0
33,7,Joey Graziadei,27.5,0
33,7,Stephen Nedoroscik,27.0,0
33,8,Chandler Kinney,29.0,0
33,8,Danny Amendola,27.0,0
33,8,Ilona Maher,28.5,0
33,8,Joey Graziadei,29.0,0
33,8,Stephen Nedoroscik,26.5,0
33,9,Chandler Kinney,30.0,1
33,9,Danny Amendola,28.0,1
33,9,Ilona Maher,28.5,1
33,9,Joey Graziadei,29.5,1
33,9,Stephen Nedoroscik,29.5,1
34,1,Alix Earle,13.0,0
34,1,Andy Richter,9.0,0
34,1,Baron Davis,10.0,0
34,1,Corey Feldman,9.0,0
34,1,Danielle Fishel,12.0,0
34,1,Dylan Efron,10.0,0
34,1,Elaine Hendrix,12.0,0
34,1,Hilaria Baldwin,14.0,0
34,1,Jen Affleck,12.0,0
34,1,Jordan Chiles,10.0,0
34,1,Lauren Jauregui,13.0,0
34,1,Robert Irwin,15.0,0
34,1,Scott Hoying,10.0,0
34,1,Whitney Leavitt,15.0,1
34,2,Alix Earle,21.0,0
34,2,Andy Richter,16.0,0
34,2,Baron Davis,18.0,1
34,2,Corey Feldman,15.0,1
34,2,Danielle Fishel,19.0,0
34,2,Dylan Efron,20.0,0
34,2,Elaine Hendrix,21.0,0
34,2,Hilaria Baldwin,21.0,0
34,2,Jen Affleck,22.0,0
34,2,Jordan Chiles,22.0,0
34,2,Lauren Jauregui,21.0,0
34,2,Robert Irwin,22.0,0
34,2,Scott Hoying,18.0,0
34,2,Whitney Leavitt,22.0,0
34,3,Alix Earle,23.0,0
34,3,Andy Richter,18.0,0
34,3,Danielle Fishel,21.0,0
34,3,Dylan Efron,23.0,0
34,3,Elaine Hendrix,21.0,0
34,3,Hilaria Baldwin,22.0,0
34,3,Jen Affleck,19.0,0
34,3,Jordan Chiles,24.0,0
34,3,Lauren Jauregui,18.0,1
34,3,Robert Irwin,22.0,0
34,3,Scott Hoying,22.0,0
34,3,Whitney Leavitt,24.0,0
34,4,Alix Earle,24.0,0
34,4,Andy Richter,18.0,0
34,4,Danielle Fishel,21.0,0
34,4,Dylan Efron,23.0,0
34,4,Elaine Hendrix,24.0,0
34,4,Hilaria Baldwin,23.0,1
34,4,Jen Affleck,23.0,0
34,4,Jordan Chiles,24.0,0
34,4,Robert Irwin,22.0,0
34,4,Scott Hoying,21.0,0
34,4,Whitney Leavitt,25.0,0
34,5,Alix Earle,35.0,0
34,5,Andy Richter,24.0,0
34,5,Danielle Fishel,29.0,0
34,5,Dylan Efron,36.0,0
34,5,Elaine Hendrix,30.0,0
34,5,Jen Affleck,29.0,0
34,5,Jordan Chiles,32.0,0
34,5,Robert Irwin,35.0,0
34,5,Scott Hoying,30.0,0
34,5,Whitney Leavitt,33.0,0
34,6,Alix Earle,35.0,0
34,6,Andy Richter,27.0,0
34,6,Danielle Fishel,36.0,0
34,6,Dylan Efron,32.0,0
34,6,Elaine Hendrix,36.0,0
34,6,Jen Affleck,32.0,0
34,6,Jordan Chiles,39.0,0
34,6,Robert Irwin,36.0,0
34,6,Scott Hoying,28.0,1
34,6,Whitney Leavitt,39.0,0
34,7,Alix Earle,43.0,0
34,7,Andy Richter,29.0,0
34,7,Danielle Fishel,35.0,0
34,7,Dylan Efron,38.0,0
34,7,Elaine Hendrix,32.0,0
34,7,Jen Affleck,34.0,1
34,7,Jordan Chiles,38.0,0
34,7,Robert Irwin,41.0,0
34,7,Whitney Leavitt,42.0,0
34,8,Alix Earle,38.5,0
34,8,Andy Richter,34.0,0
34,8,Danielle Fishel,37.0,1
34,8,Dylan Efron,38.0,0
34,8,Elaine Hendrix,37.5,0
34,8,Jordan Chiles,39.0,0
34,8,Robert Irwin,38.0,0
34,8,Whitney Leavitt,39.5,0
34,9,Alix Earle,40.0,0
34,9,Andy Richter,29.0,1
34,9,Dylan Efron,42.0,0
34,9,Elaine Hendrix,36.0,0
34,9,Jordan Chiles,39.0,0
34,9,Robert Irwin,42.0,0
34,9,Whitney Leavitt,42.0,0
34,10,Alix Earle,29.0,0
34,10,Dylan Efron,27.5,0
34,10,Elaine Hendrix,28.5,0
34,10,Jordan Chiles,28.5,0
34,10,Robert Irwin,29.5,0
34,10,Whitney Leavitt,29.0,1
34,11,Alix Earle,30.0,0
34,11,Dylan Efron,29.3332,0
34,11,Elaine Hendrix,28.9998,0
34,11,Jordan Chiles,29.666600000000003,0
34,11,Robert Irwin,29.666600000000003,0
